Identifier	Other_Name
29447	Pseudomonas albilineans
29447	Xanthomonas albilineans (Ashby 1929) Dowson 1943 emend. van den Mooter and Swings 1990
29447	Xanthomonas albilineans var. paspali
48664	ATCC 33239
48664	CCUG 23372
48664	CFBP 2157
48664	culture-collection:VKM:B:2165
48664	DSM 3587
48664	ICMP 5715
48664	LMG 708
48664	LMG:708
48664	NCPPB 1469
48664	strain PD 885
48664	VKM B-2165
48664	Xanthomonas fragariae Kennedy and King 1962 emend. van den Mooter and Swings 1990
53413	"Xanthomonas axonoperis" (sic) Starr and Garces 1950
53413	ATCC 19312
53413	DSM 3585
53413	ICMP 50
53413	LMG 538
53413	LMG 982
53413	LMG:538
53413	LMG:982
53413	NCPPB 457
53413	Xanthomonas axonoperis
53413	Xanthomonas axonopodis Starr and Garces 1950 (Approved Lists 1980) emend. Constantin et al. 2016
53413	Xanthomonas axonopodis Starr and Garces 1950 (Approved Lists 1980) emend. van den Mooter and Swings 1990
53413	Xanthomonas axonopodis Starr and Garces 1950 (Approved Lists 1980) emend. Vauterin et al. 1995
53414	"Aplanobacter populi" Ride 1958
53414	"Xanthomonas populi" (Ride 1958) Ride and Ride 1978
53414	Aplanobacter populi
53414	ATCC 51165
53414	CFBP 1817
53414	ICMP 5816
53414	LMG 5743
53414	LMG:5743
53414	NCPPB 2959
53414	Xanthomonas populi (ex Ride 1958) Ride and Ride 1992
53414	Xanthomonas populi (ex Ride 1958) van den Mooter and Swings 1990
56448	ATCC 49083
56448	CFBP 2528
56448	ICMP 35
56448	LMG 747
56448	LMG:747
56448	NCPPB 411
56448	Xanthomonas arboricola Vauterin et al. 1995
56448	Xanthomonas sp. 16473
56448	Xanthomonas sp. ICMP 16473
56448	Xanthomonas sp. QM7601
69929	Xanthomonas campestris pv. pruni
69929	Xanthomonas pruni
92827	Xanthomonas campestris pv. zantedeschiae
56449	CFBP 1976
56449	ICMP 12545
56449	LMG 947
56449	LMG:947
56449	Xanthomonas bromi Vauterin et al. 1995
56450	"Xanthomonas campestris pv. Cassavae" (Wiehe and Dowson 1953) Maraite and Weyns 1979
56450	"Xanthomonas cassavae" Wiehe and Dowson 1953
56450	CFBP 4642
56450	ICMP 204
56450	LMG 673
56450	LMG:673
56450	NCPPB 101
56450	strain Dye ZD1
56450	Xanthomonas campestris pv. Cassavae
56450	Xanthomonas cassavae (ex Wiehe and Dowson 1953) Vauterin et al. 1995
56453	"Xanthomonas campestris pv. Cucurbitae" (Bryan 1926) Dye 1978
56453	"Xanthomonas cucurbitae" Bryan 1926
56453	CFBP 2542
56453	ICMP 2299
56453	LMG 690
56453	LMG:690
56453	NCPPB 2597
56453	Xanthomonas campestris pv. Cucurbitae
56453	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995
56454	CFBP 4188
56454	CFBP:4188
56454	CFBP4188
56454	CFBP-4188
56454	ICMP 453
56454	LMG 733
56454	LMG:733
56454	NCPPB 939
56454	WHRI 7744
56454	Xanthomonas hortorum Vauterin et al. 1995
56455	"Xanthomonas campestris pv. Hyacinthi" (Wakker 1883) Dye 1978
56455	"Xanthomonas hyacinthi" Wakker 1883
56455	ATCC 19314
56455	CFBP 1156
56455	DSM 19077
56455	ICMP 189
56455	LMG 739
56455	LMG:739
56455	NCPPB 599
56455	Xanthomonas campestris pv. Hyacinthi
56455	Xanthomonas hyacinthi (ex Wakker 1883) Vauterin et al. 1995
56456	"Xanthomonas campestris pv. Melonis" Neto et al. 1984
56456	ICMP 8682
56456	LMG 8670
56456	LMG:8670
56456	NCPPB 3434
56456	Xanthomonas campestris pv. Melonis
56456	Xanthomonas melonis Vauterin et al. 1995
56457	"Xanthomonas campestris pv. Pisi" (Goto and Okabe 1958) Dye 1978
56457	"Xanthomonas pisi" Goto and Okabe 1958
56457	ATCC 35936
56457	DSM 18956
56457	ICMP 570
56457	LMG 847
56457	LMG:847
56457	NCPPB 762
56457	Xanthomonas campestris pv. Pisi
56457	Xanthomonas pisi (ex Goto and Okabe 1958) Vauterin et al. 1995
56458	CFBP 4641
56458	ICMP 16916
56458	LMG 471
56458	LMG:471
56458	Xanthomonas sacchari Vauterin et al. 1995
56459	CFBP 2543
56459	ICMP 3103
56459	LMG 736
56459	LMG:736
56459	NCPPB 2417
56459	Xanthomonas campestris pv. holcicola
56459	Xanthomonas holcicola
56459	Xanthomonas vasicola pv. holcicola
56459	Xanthomonas vasicola Vauterin et al. 1995
56460	"Xanthomonas campestris pv. Vesicatoria" (Doidge 1920) Dye 1978
56460	"Xanthomonas vesicatoria" Doidge 1920
56460	ATCC 35937
56460	CFBP 2537
56460	ICMP 63
56460	LMG 911
56460	LMG:911
56460	NCPPB 422
56460	Xanthomonas campestris pv. Vesicatoria type B
56460	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995
56463	ATCC 700187
56463	ICMP 9513
56463	LMG 8678
56463	LMG:8678
56463	Xanthomonas codiaei Vauterin et al. 1995
56464	"Xanthomonas campestris pv. Theicola" Uehara et al. 1980
56464	ATCC 700184
56464	CFBP 4691
56464	ICMP 6774
56464	LMG 8684
56464	LMG:8684
56464	Xanthomonas campestris pv. Theicola
56464	Xanthomonas theicola Vauterin et al. 1995
86186	"Aplanobacter cissicola" Takimoto 1939
86186	Aplanobacter cissicola
86186	ATCC 33616
86186	CCUG 18839
86186	CFBP 2432
86186	CIP 106723
86186	JCM 13362
86186	LMG:21719
86186	LMG21719
86186	NCPPB 2982
86186	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021
2370	Xylella Wells et al. 1987
2371	ATCC 35879
2371	DSM 10026
2371	ICMP 15197
2371	ICPB 50025
2371	LMG 17159
2371	LMG:17159
2371	strain PCE-RR
2371	Xylella almond
2371	Xylella fastidiosa Wells et al. 1987
2371	Xylella oleander
40323	Stenotrophomonas Palleroni and Bradbury 1993 emend. Ouattara et al. 2017
83617	ATCC BAA-12
83617	CCUG 46888
83617	CIP 107228
83617	culture-collection:ATCC:BAA:12
83617	DSM 12575
83617	JCM 13311
83617	Luteibacter nitritireducens
83617	Stenotrophomonas nitritireducens Finkmann et al. 2000
83617	strain L2
86184	ATCC 23328
86184	CCM 284
86184	CCUG 1823
86184	CCUG 3368
86184	CIP 103273
86184	culture-collection:NRRL:B:2543
86184	JCM 9942
86184	LMG 981
86184	LMG:981
86184	NCIMB 9152
86184	NRRL B-2543
86184	Pseudomonas pictorum
86184	Stenotrophomonas pictorum (Gray and Thornton 1928) Ouattara et al. 2017
86184	VKM B-1240
86184	VKM:B:1240
86184	VKM:B-1240
86188	"Stenotrophomonas geniculata" (Wright 1895) Saati-Santamaria et al. 2021
86188	ATCC 19374
86188	bacterium NSDSUAM
86188	JCM 13324
86188	LMG 2195
86188	LMG:2195
86188	NCIB 9428
86188	NCIB:9428
86188	NCIMB 9428
86188	Pseudomonas geniculata (Wright 1895) Chester 1901
86188	Stenotrophomonas geniculata (Wright 1895) Rudra and Gupta 2021
128780	ATCC 700916
128780	CCUG 46887
128780	CIP 106456
128780	DSM 13117
128780	JCM 13310
128780	Stenotrophomonas acidaminiphila Assih et al. 2002
128780	Stenotrophomonas acidaminophila
128780	strain AMX 19
57609	unclassified Xanthomonas group (miscellaneous)
83614	Luteimonas Finkmann et al. 2000
83615	ATCC BAA-11
83615	CCUG 48040
83615	CIP 107229
83615	culture-collection:ATCC:BAA:11
83615	DSM 12574
83615	Luteimonas mephitis Finkmann et al. 2000 emend. Lin et al. 2016
83615	strain B1953/27.1
83618	Pseudoxanthomonas Finkmann et al. 2000 emend. Lee et al. 2008
83618	Pseudoxanthomonas Finkmann et al. 2000 emend. Thierry et al. 2004
69284	CCUG 48231
69284	CIP 107388
69284	DSM 17109
69284	JCM 11525
69284	NBRC 101033
69284	Pseudoxanthomonas japonensis Thierry et al. 2004
69284	strain 12-3
69284	ultramicrobacterium str. 12-3
69284	Xanthomonas sp. K2
83619	ATCC BAA-10
83619	CCUG 46890
83619	CIP 107227
83619	culture-collection:ATCC:BAA:10
83619	DSM 12573
83619	NBRC 101013
83619	Pseudoxanthomonas broegbernensis Finkmann et al. 2000 emend. Thierry et al. 2004
83619	strain B1616/1
128785	ATCC 700993
128785	CCUG 49454
128785	CIP 106674
128785	DSM 17121
128785	JCM 11524
128785	NBRC 101034
128785	Pseudomonas sp. WO24
128785	Pseudoxanthomonas mexicana Thierry et al. 2004
128785	Pseudoxanthomonas sp. UR374_02
128785	Stenotrophomonas minatitlanensis
128785	strain AMX 26B
135615	Cardiobacteriaceae group
135615	Cardiobacteriales Garrity et al. 2005
868	Cardiobacteriaceae Dewhirst et al. 1990
868	Dichelobacter group
869	Dichelobacter Dewhirst et al. 1990
870	"Fusiformis nodosus" Beveridge 1941
870	"Organism K" Beveridge 1938
870	"Ristella nodosa" (Beveridge 1941) Prevot 1948
870	ATCC 25549
870	Bacteroides nodosus (Beveridge 1941) Mraz 1963 (Approved Lists 1980)
870	CCUG 27824
870	CIP 107042
870	Dichelobacter nodosus (Beveridge 1941) Dewhirst et al. 1990
870	DSM 23057
870	Fusiformis nodosus
870	Organism K
870	Ristella nodosa
870	VPI 2340
35819	Bacteroides nodosus A198
2717	Cardiobacterium Slotnick and Dougherty 1964
2718	ATCC 15826
2718	Cardiobacterium hominis Slotnick and Dougherty 1964
2718	CCUG 2711
2718	CIP 70.70
2718	DSM 8339
2718	LMG 3916
2718	LMG:3916
2718	NCTC 10426
13275	Suttonella Dewhirst et al. 1990 emend. Foster et al. 2005
13276	ATCC 25869
13276	CCUG 2341
13276	CIP 80.20
13276	DSM 8309
13276	Kingella indologenes
13276	NCTC 10717
13276	Suttonella indoligenes
13276	Suttonella indologenes (Snell and Lapage 1976) Dewhirst et al. 1990
135616	Piscirickettsia group
135616	Piscirickettsiaceae Fryer and Lannan 2005
933	Thialkalimicrobium
933	Thioalcalomicrobium
933	Thioalkalimicrobium
933	Thiomicrospira Kuenen and Veldkamp 1972 (Approved Lists 1980) emend. Boden et al. 2017
932	ATCC 51452
932	DSM 5322
932	strain TG-2
932	Thiobacillus thyasiris
932	Thiomicrospira thyasirae (Wood and Kelly 1995) Wood and Kelly 1995 emend. Boden et al. 2017
934	ATCC 27801
934	DSM 1534
934	Thiomicrospira pelophila Kuenen and Veldkamp 1972
92245	CBS 100465
92245	DSM 13739
92245	strain AL 3
92245	Thialkalimicrobium aerophilum
92245	Thioalcalomicrobium aerophilum
92245	Thioalkalimicrobium aerophilum
92245	Thiomicrospira aerophila (Sorokin et al. 2001) Boden et al. 2017
92246	DSM 13740
92246	NCCB 100000
92246	strain AL 7
92246	Thialkalimicrobium sibiricum
92246	Thioalcalomicrobium sibericum
92246	Thioalkalimicrobium sibericum
92246	Thioalkalimicrobium sibiricum
92246	Thiomicrospira sibirica (Sorokin et al. 2001) Boden et al. 2017
1237	Piscirickettsia Fryer et al. 1992
1238	ATCC VR-1361
1238	culture-collection:ATCC:VR:1361
1238	Piscirickettsia salmonis Fryer et al. 1992
1238	strain LF-89
28884	Hydrogenivibrio
28884	Hydrogenovibrio Nishihara et al. 1991 emend. Boden et al. 2017
28885	DSM 11271
28885	Hydrogenivibrio marinus
28885	Hydrogenovibrio marinus Nishihara et al. 1991
28885	JCM 7688
28885	strain MH-110
39765	ATCC 35932
39765	DSM 12353
39765	Hydrogenovibrio crunogenus (Jannasch et al. 1985) Boden et al. 2017
39765	LMD 84.00
39765	strain TH-55
39765	Thiomicrospira crunogena
63658	ATCC 700877
63658	DSM 12350
63658	Hydrogenovibrio kuenenii (Brinkhoff et al. 1999) Boden et al. 2017
63658	strain JB-A1
63658	Thiomicrospira kuenenii
63658	Thiomicrospira sp. JB-A1
34067	Cycloclasticus Dyksterhouse et al. 1995
34068	ATCC 51542
34068	Cycloclasticus pugetii Dyksterhouse et al. 1995
34068	Cycloclasticus sp. PY97M
34068	NCIMB 13437
34068	strain PS-1
46457	'Cycloclasticus oligotrophus'
40222	Methyliphaga
40222	Methylophaga Janvier et al. 1985 emend. Boden 2012
40223	ATCC 33146
40223	CIP 104552
40223	culture-collection:VKM:B:2057
40223	DSM 5690
40223	JCM 6887
40223	LMG 4055
40223	LMG:4055
40223	Methyliphaga thalassica
40223	Methylomonas thalassica
40223	Methylophaga sp. MP
40223	Methylophaga thalassica Janvier et al. 1985
40223	NBRC 102424
40223	NCIMB 2163
40223	VKM B-2057
45495	ATCC 35842
45495	CIP 104551
45495	culture-collection:VKM:B:2056
45495	DSM 5689
45495	JCM 6886
45495	Methyliphaga marina
45495	Methylophaga marina Janvier et al. 1985
45495	NBRC 102421
45495	NCIMB 2244
45495	strain 222
45495	VKM B-2056
45496	CIP 105175
45496	DSM 11578
45496	JCM 21498
45496	LMD 95.210
45496	Methyliphaga sulfidovorans
45496	Methylophaga sulfidovorans de Zwart et al. 1998
45496	NBRC 102423
45496	strain RB-1
111742	uncultured Methyliphaga CE57
135617	Achromatiaceae
135617	Beggiatoaceae
135617	Leucotrichaceae
135617	Thiothrix group
135617	Thiotrichaceae Garrity et al. 2005
1021	Beggiatoa Trevisan 1842
1021	Beggiatoaea
1021	Beggiatonia
1022	"Beggiatoa punctata" Trevisan 1842
1022	"Oscillatoria alba" Vaucher 1803
1022	ATCC 33555
1022	Beggiatoa alba (Vaucher 1803) Trevisan 1845
1022	Beggiatoa punctata
1022	Beggiatoa sp. B18LD
1022	Oscillatoria alba
1022	strain B18LD
1022	strain LSU B18LD
1030	Thiothrix Winogradsky 1888 (Approved Lists 1980) emend. Howarth et al. 1999
1031	"Beggiatoa nivea" Rabenhorst 1865
1031	ATCC 35100
1031	Beggiatoa nivea
1031	DSM 5205
1031	strain JP2
1031	Thiothrix nivea (Rabenhorst 1865) Winogradsky 1888 (Approved Lists 1980) emend. Larkin and Shinabarger 1983
42436	'Thiothrix ramosa'
92487	ATCC 49788
92487	Eikelboom type 021N
92487	filamentous bacterium COM-A
92487	filamentous bacterium KR-A
92487	filamentous bacterium T1-4
92487	filamentous bacterium T2-1
92487	strain AP3
92487	Thiolinea eikelboomii
92487	Thiothrix eikelboomii Howarth et al. 1999
92487	Thiothrix sp. AP3
96472	"Thiothrix winogradskyi" Ravin et al. 2022
96472	DSM 12730
96472	DSM:12730
96472	DSM12730
96472	DSM-12730
96472	strain CT3
96472	Thiothrix sp. CT3
96472	Thiothrix winogradskyi Ravin et al. 2023
96472	VKM B-3582
96472	VKM:B-3582
96472	VKMB-3582
96472	VKM-B-3582
111769	ATCC 49747
111769	strain A1
111769	Thiothrix sp. ATCC 49747
111769	Thiothrix sp. ATCC49747
111769	Thiothrix sp. TN
111769	Thiothrix unzii Howarth et al. 1999
111770	ATCC 49748
111770	strain Q
111770	Thiothrix fructosivorans Howarth et al. 1999
111770	Thiothrix sp. ATCC 49748
111770	Thiothrix sp. ATCC 49749
111770	Thiothrix sp. ATCC49748
111770	Thiothrix sp. ATCC49749
111773	Eikelboom type 021N Ben47
111773	strain Ben57
111773	Thiothrix defluvii Howarth et al. 1999
111773	Thiothrix I
111773	Thiothrix sp. form I
40751	Thioploca Lauterborn 1907
40752	Thioploca araucae Maier and Gallardo 1984
40752	Thioploca araucoensis
40753	Thioploca chileae Maier and Gallardo 1984
40753	Thioploca chilensis
40754	"Thioploca ingrica" Visloukh 1911
40754	Thioploca ingrica (ex Visloukh 1911) Maier 1984
44937	Achromatium Schewiakoff 1893
44938	"Achromatium gigas" Nadson 1913
44938	"Hillhousia mirabilis" West and Griffiths 1909
44938	"Hillhousia palustris" West and Griffiths 1913
44938	Achromatium gigas
44938	Achromatium oxaliferum Schewiakoff 1893
44938	Hillhousia mirabilis
44938	Hillhousia palustris
81840	'Achromatium minus'
45247	"Pontothrix" Nadson and Krasil'nikov 1932
45247	Leucothrix Oersted 1844 (Approved Lists 1980) emend. Zhang et al. 2015
45247	Pontothrix
45248	ATCC 25107
45248	DSM 2157
45248	Leucothrix mucor Oersted 1844
90372	Thiomargarita Schulz et al. 1999
90373	Thiomargarita namibiensis Schulz et al. 1999
135618	Methylococcaceae group
135618	Methylococcales Bowman 2005
403	Methylococcaceae Whittenbury and Krieg 1984 emend. Bowman et al. 1993
403	type I methanotrophs
413	Methylococcus Foster and Davis 1966 emend. Bowman et al. 1993
414	ACM 1292
414	ATCC 19069
414	NCIMB 11853
414	UNIQEM 1
53405	ACM 3585
53405	Methylococcus thermophilus Malashenko et al. 1975
53405	strain IMV-2Yu
416	"Methamonas" Orla-Jensen 1909
416	"Methylomonas" Leadbetter 1974
416	Methamonas
416	Methylomonas (ex Leadbetter 1974) Whittenbury 1984 emend. Bowman et al. 1993
421	"Bacillus methanicus" Sohngen 1906
421	"Methamonas methanica" (Sohngen 1906) Orla-Jensen 1909
421	"Methylomonas methanica" (Sohngen 1906) Leadbetter 1974
421	"Pseudomonas methanica" (Sohngen 1906) Krasil'nikov 1949
421	"Pseudomonas methanica" (Sohngen 1906) sensu Dworkin and Foster 1956
421	ATCC 35067
421	Bacillus methanicus
421	culture-collection:VKM:B:2110
421	Methamonas methanica
421	Methylomonas methanica (ex Sohngen 1906) Whittenbury and Krieg 1984
421	NCIB 11130
421	NCIB:11130
421	NCIMB 11130
421	Pseudomonas methanica
421	UNIQEM 8
421	VKM B-2110
424	"Methylomonas rubra" Whittenbury et al. 1970 emend. Romanovskaya et al. 2006
424	ACM 3303
424	NCIMB 11913
424	strain 15sh
424	UCM B-3075
39771	Methylomonas aurantiaca Bowman et al. 1990
39771	strain JB103
39771	UQM 3406
39772	ACM 3268
39772	Methylomonas fodinarum Bowman et al. 1990
39772	strain LD2
39772	UQM 3268
46896	'Methylomonas aminofaciens'
85583	Methylomonas scandinavica Kalyuzhnaya et al. 2000
85583	strain SR5
429	Methylobacter Bowman et al. 1993 emend. Bowman et al. 1995
415	"Methylococcus bovis" Romanovskaya et al. 1978
415	"Methylococcus luteus" Romanovskaya et al. 1978
415	ACM 3304
415	ATCC 49878
415	Methylobacter luteus (Romanovskaya et al. 1981) Bowman et al. 1993
415	Methylococcus bovis
415	Methylococcus luteus
415	Methylomonas lutea
415	NCIMB 11914
415	strain CM of Whittenbury [[Methylococcus bovis]]
415	UCM 53B
415	VKM 53B
430	'Methylobacter capsulatus'
29425	'Methylobacter bovis'
29426	'Methylobacter vinelandii'
34058	ACM 4717
34058	Methylobacter marinus Bowman et al. 1993
34058	strain A45
34058	strain Lidstrom A4
39770	"Methylobacter capsulatus" (sic)
39770	ACM 3310
39770	ATCC 51738
39770	Methylobacter whittenburyi (Romanovskaya et al. 1981) Bowman et al. 1993
39770	Methylococcus vinelandii
39770	Methylococcus whittenburyi
39770	NCIMB 11128
39770	strain 1521
96941	culture-collection:VKM:B:2103
96941	Methylobacter psychrophilus Omel'chenko et al. 2000
96941	strain Z-0021
96941	VKM B-2103
39773	Methylomicrobium Bowman et al. 1995
39774	"Methylomonas agile" Whittenbury et al. 1970
39774	ACM 3308
39774	ATCC 35068
39774	Methylobacter agilis
39774	Methylomicrobium agile (Bowman et al. 1993) Bowman et al. 1995
39774	Methylomonas agile
39774	NCIMB 11124
39775	"Methylomonas albus" Whittenbury et al. 1970
39775	ACM 3314
39775	ATCC 33003
39775	Methylobacter albus (ex Whittenbury 1970) Bowman et al. 1993
39775	Methylomicrobium album (Bowman et al. 1993) Bowman et al. 1995
39775	Methylomonas albus
39775	NCIMB 11123
39775	strain BG8
39775	VKM BG8
120303	type I methanotroph matano-I
54115	Methylosphaera Bowman et al. 1998
51353	ACAM 549
51353	Antarctic budding methanotroph AM6
51353	Methylosphaera hansonii Bowman et al. 1998
51353	strain AM6
73778	Methylocaldum Bodrossy et al. 1998 emend. Takeuchi et al. 2014
73778	Methylocaldus
73779	"Methylomonas gracilis" Romanovskaya et al. 1978
73779	Methylocaldum gracile (ex Romanovskaya et al. 1978) Bodrossy et al. 1998
73779	Methylocaldus gracilis
73779	Methylomonas gracilis
73779	Methylomonas gracilis 14L
73779	Methylomonas gracilis VKM-14LT
73779	NCIMB 11912
